# Residual cross-sections stored in JENDL-4.0/HE
# p + O-16

# Production of neutrons
# E_in [eV]   sigma[barns]
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  3.584876e-03
2.000000e+08  3.606740e-03


# Production of B-12
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  3.558022e-04
2.000000e+08  5.117963e-04


# Production of B-13
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  2.926977e-04
2.000000e+08  4.224684e-04


# Production of C-8
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  8.055900e-06
2.000000e+08  1.746287e-05


# Production of C-9
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  9.398577e-05
2.000000e+08  1.289568e-04


# Production of C-10
# E_in [eV]   sigma[barns]
3.244900e+07  0.000000e+00
3.400000e+07  3.678756e-06
3.600000e+07  8.200485e-06
3.800000e+07  1.249897e-05
4.000000e+07  1.659972e-05
4.200000e+07  2.052258e-05
4.400000e+07  2.428618e-05
4.600000e+07  2.790531e-05
4.800000e+07  3.139227e-05
5.000000e+07  3.476007e-05
5.500000e+07  1.602299e-04
6.000000e+07  2.761791e-04
6.500000e+07  1.811663e-03
7.000000e+07  3.255864e-03
8.000000e+07  5.921032e-03
9.000000e+07  6.297650e-03
1.000000e+08  6.663608e-03
1.100000e+08  4.030190e-03
1.200000e+08  1.527313e-03
1.300000e+08  1.573533e-03
1.400000e+08  1.619834e-03
1.500000e+08  1.666202e-03
2.000000e+08  1.809244e-03


# Production of C-11
# E_in [eV]   sigma[barns]
2.515000e+07  0.000000e+00
2.600000e+07  2.414511e-04
2.800000e+07  7.943198e-04
3.000000e+07  1.328036e-03
3.200000e+07  1.827163e-03
3.400000e+07  2.320725e-03
3.600000e+07  2.760216e-03
3.800000e+07  3.162089e-03
4.000000e+07  3.852345e-03
4.200000e+07  6.603205e-03
4.400000e+07  9.237924e-03
4.600000e+07  1.064869e-02
4.800000e+07  1.134972e-02
5.000000e+07  1.202908e-02
5.500000e+07  1.479798e-02
6.000000e+07  1.809331e-02
6.500000e+07  1.856439e-02
7.000000e+07  1.814853e-02
8.000000e+07  1.721065e-02
9.000000e+07  1.636729e-02
1.000000e+08  1.510303e-02
1.100000e+08  1.406280e-02
1.200000e+08  1.371573e-02
1.300000e+08  1.217568e-02
1.400000e+08  1.166693e-02
1.500000e+08  1.122992e-02
2.000000e+08  1.063104e-02


# Production of C-12
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  3.186108e-02
2.000000e+08  2.963046e-02


# Production of C-13
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  8.767504e-03
2.000000e+08  9.019558e-03


# Production of C-14
# E_in [eV]   sigma[barns]
2.374200e+07  0.000000e+00
2.400000e+07  7.183316e-05
2.600000e+07  6.158992e-04
2.800000e+07  1.139545e-03
3.000000e+07  1.645428e-03
3.200000e+07  1.962040e-03
3.400000e+07  2.121820e-03
3.600000e+07  2.274874e-03
3.800000e+07  2.421811e-03
4.000000e+07  2.563404e-03
4.200000e+07  2.699999e-03
4.400000e+07  2.674067e-03
4.600000e+07  2.650560e-03
4.800000e+07  2.625114e-03
5.000000e+07  2.597877e-03
5.500000e+07  2.544406e-03
6.000000e+07  2.403416e-03
6.500000e+07  2.138752e-03
7.000000e+07  2.220224e-03
8.000000e+07  2.122294e-03
9.000000e+07  1.908100e-03
1.000000e+08  1.987718e-03
1.100000e+08  1.980547e-03
1.200000e+08  1.976807e-03
1.300000e+08  1.992382e-03
1.400000e+08  2.026862e-03
1.500000e+08  2.061988e-03
2.000000e+08  2.145986e-03


# Production of N-12
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  1.220469e-03
2.000000e+08  1.330536e-03


# Production of N-13
# E_in [eV]   sigma[barns]
5.547800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  3.225422e-03
8.000000e+06  2.047580e-02
9.000000e+06  2.905307e-02
1.000000e+07  2.866686e-02
1.100000e+07  7.363717e-02
1.200000e+07  2.599993e-02
1.300000e+07  1.920015e-02
1.400000e+07  5.800024e-02
1.500000e+07  4.520010e-02
1.600000e+07  1.673166e-02
1.800000e+07  1.313681e-02
2.000000e+07  7.869827e-03
2.200000e+07  6.188066e-03
2.400000e+07  4.214003e-03
2.600000e+07  2.560208e-03
2.800000e+07  1.487507e-03
3.000000e+07  1.374150e-03
3.200000e+07  1.370770e-03
3.400000e+07  1.368863e-03
3.600000e+07  1.368242e-03
3.800000e+07  1.368639e-03
4.000000e+07  1.369988e-03
4.200000e+07  1.719873e-03
4.400000e+07  2.055490e-03
4.600000e+07  2.378169e-03
4.800000e+07  2.689016e-03
5.000000e+07  2.989192e-03
5.500000e+07  4.637836e-03
6.000000e+07  6.165182e-03
6.500000e+07  6.675828e-03
7.000000e+07  7.163655e-03
8.000000e+07  8.085221e-03
9.000000e+07  8.027618e-03
1.000000e+08  7.995979e-03
1.100000e+08  7.747040e-03
1.200000e+08  7.521942e-03
1.300000e+08  7.471796e-03
1.400000e+08  7.429002e-03
1.500000e+08  7.392631e-03
2.000000e+08  7.362909e-03


# Production of N-14
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  2.918116e-02
2.000000e+08  2.862970e-02


# Production of N-15
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  3.364010e-02
2.000000e+08  3.781530e-02


# Production of O-12
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  2.483903e-04
2.000000e+08  3.062705e-04


# Production of O-13
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  2.533581e-03
2.000000e+08  2.677864e-03


# Production of O-14
# E_in [eV]   sigma[barns]
2.169300e+07  0.000000e+00
2.200000e+07  1.968843e-05
2.400000e+07  1.446865e-04
2.600000e+07  2.646279e-04
2.800000e+07  3.802101e-04
3.000000e+07  4.919971e-04
3.200000e+07  5.788845e-04
3.400000e+07  6.613729e-04
3.600000e+07  7.400136e-04
3.800000e+07  8.152023e-04
4.000000e+07  8.873555e-04
4.200000e+07  9.567210e-04
4.400000e+07  1.023611e-03
4.600000e+07  1.088230e-03
4.800000e+07  1.150747e-03
5.000000e+07  1.211394e-03
5.500000e+07  1.228070e-03
6.000000e+07  1.245293e-03
6.500000e+07  1.215831e-03
7.000000e+07  1.189672e-03
8.000000e+07  1.145788e-03
9.000000e+07  1.082861e-03
1.000000e+08  1.027494e-03
1.100000e+08  9.869132e-04
1.200000e+08  9.497878e-04
1.300000e+08  9.329199e-04
1.400000e+08  9.172436e-04
1.500000e+08  9.026099e-04
2.000000e+08  8.733296e-04


# Production of O-15
# E_in [eV]   sigma[barns]
1.429200e+07  0.000000e+00
1.500000e+07  1.755281e-03
1.600000e+07  4.129982e-03
1.800000e+07  9.222928e-03
2.000000e+07  1.524490e-02
2.200000e+07  2.119468e-02
2.400000e+07  2.737265e-02
2.600000e+07  3.469994e-02
2.800000e+07  4.449991e-02
3.000000e+07  5.767686e-02
3.200000e+07  6.649901e-02
3.400000e+07  6.681423e-02
3.600000e+07  6.717039e-02
3.800000e+07  6.755687e-02
4.000000e+07  6.797271e-02
4.200000e+07  6.842510e-02
4.400000e+07  6.848591e-02
4.600000e+07  6.732360e-02
4.800000e+07  6.623695e-02
5.000000e+07  6.522190e-02
5.500000e+07  6.741531e-02
6.000000e+07  7.000043e-02
6.500000e+07  7.047133e-02
7.000000e+07  7.100101e-02
8.000000e+07  6.219911e-02
9.000000e+07  6.246297e-02
1.000000e+08  6.122336e-02
1.100000e+08  6.011828e-02
1.200000e+08  5.269905e-02
1.300000e+08  4.769929e-02
1.400000e+08  4.378005e-02
1.500000e+08  4.207060e-02
2.000000e+08  4.041144e-02


# Production of F-17
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  1.711284e-05
8.000000e+06  1.179382e-05
9.000000e+06  6.370816e-06
1.000000e+07  3.353001e-06
1.100000e+07  1.903507e-06
1.200000e+07  1.118268e-06
1.300000e+07  8.183154e-07
1.400000e+07  2.751586e-06
1.500000e+07  2.023785e-06
1.600000e+07  3.442497e-07
1.800000e+07  9.931864e-08
2.000000e+07  4.655316e-08
2.200000e+07  2.390401e-08
2.400000e+07  1.308003e-08
2.600000e+07  7.582318e-09
2.800000e+07  4.665478e-09
3.000000e+07  1.974984e-09
3.200000e+07  1.533023e-09
3.400000e+07  1.117620e-09
3.600000e+07  7.254418e-10
3.800000e+07  3.536608e-10
4.000000e+07  1.808021e-26
4.200000e+07  1.413774e-26
4.400000e+07  1.037523e-26
4.600000e+07  6.774582e-27
4.800000e+07  3.320484e-27
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  0.000000e+00
2.000000e+08  0.000000e+00


# Production of gamma-rays
# E_in [eV]   sigma[barns]
5.545800e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  1.697447e+00
8.000000e+06  3.648707e+00
9.000000e+06  5.119178e+00
1.000000e+07  5.777643e+00
1.100000e+07  5.087504e+00
1.200000e+07  4.304365e+00
1.300000e+07  3.538598e+00
1.400000e+07  2.784306e+00
1.500000e+07  2.083736e+00
1.600000e+07  2.041834e+00
1.800000e+07  1.864435e+00
2.000000e+07  1.699973e+00
2.200000e+07  1.581130e+00
2.400000e+07  1.594025e+00
2.600000e+07  1.603910e+00
2.800000e+07  1.623477e+00
3.000000e+07  1.380484e+00
3.200000e+07  1.325626e+00
3.400000e+07  1.289656e+00
3.600000e+07  1.246198e+00
3.800000e+07  1.405025e+00
4.000000e+07  1.277488e+00
4.200000e+07  1.220929e+00
4.400000e+07  1.196727e+00
4.600000e+07  1.182321e+00
4.800000e+07  1.201497e+00
5.000000e+07  1.100301e+00
5.500000e+07  1.107792e+00
6.000000e+07  1.066035e+00
6.500000e+07  1.107047e+00
7.000000e+07  1.084042e+00
8.000000e+07  9.984544e-01
9.000000e+07  9.156874e-01
1.000000e+08  8.585160e-01
1.100000e+08  8.193335e-01
1.200000e+08  7.994594e-01
1.300000e+08  7.915174e-01
1.400000e+08  7.541530e-01
1.500000e+08  7.393149e-01
2.000000e+08  8.167735e-01


