# Residual cross-sections stored in JENDL-4.0/HE
# p + N-14

# Production of neutrons
# E_in [eV]   sigma[barns]
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  4.841860e-03
2.000000e+08  4.513111e-03


# Production of B-11
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  0.000000e+00
4.000000e+06  0.000000e+00
5.000000e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  4.796677e-03
2.000000e+08  5.178349e-03


# Production of B-12
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  0.000000e+00
4.000000e+06  0.000000e+00
5.000000e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  2.305531e-03
2.000000e+08  2.919961e-03


# Production of C-8
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  0.000000e+00
4.000000e+06  0.000000e+00
5.000000e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  3.419220e-05
2.000000e+08  4.825877e-05


# Production of C-9
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  0.000000e+00
4.000000e+06  0.000000e+00
5.000000e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  4.750274e-04
2.000000e+08  5.235160e-04


# Production of C-10
# E_in [eV]   sigma[barns]
1.720100e+07  0.000000e+00
1.800000e+07  2.156998e-05
2.000000e+07  7.210013e-05
2.200000e+07  9.713637e-04
2.400000e+07  1.826214e-03
2.600000e+07  2.433555e-03
2.800000e+07  2.811890e-03
3.000000e+07  2.940521e-03
3.200000e+07  2.709656e-03
3.400000e+07  2.494830e-03
3.600000e+07  2.293973e-03
3.800000e+07  2.105220e-03
4.000000e+07  1.927261e-03
4.200000e+07  1.758857e-03
4.400000e+07  1.598939e-03
4.600000e+07  1.446717e-03
4.800000e+07  1.301354e-03
5.000000e+07  1.162284e-03
5.500000e+07  1.175730e-03
6.000000e+07  1.190198e-03
6.500000e+07  1.431586e-03
7.000000e+07  1.659999e-03
8.000000e+07  2.085502e-03
9.000000e+07  2.419858e-03
1.000000e+08  2.736106e-03
1.100000e+08  2.953907e-03
1.200000e+08  3.166059e-03
1.300000e+08  3.189099e-03
1.400000e+08  3.214111e-03
1.500000e+08  3.240932e-03
2.000000e+08  3.269335e-03


# Production of C-11
# E_in [eV]   sigma[barns]
3.132300e+06  0.000000e+00
4.000000e+06  4.799694e-03
5.000000e+06  1.606518e-02
6.000000e+06  6.635202e-02
7.000000e+06  1.640512e-01
8.000000e+06  1.917979e-01
9.000000e+06  6.090745e-02
1.000000e+07  6.427350e-02
1.100000e+07  9.851198e-02
1.200000e+07  8.112753e-02
1.300000e+07  1.166017e-01
1.400000e+07  1.225991e-01
1.500000e+07  8.345737e-02
1.600000e+07  8.863601e-02
1.800000e+07  6.009819e-02
2.000000e+07  4.162980e-02
2.200000e+07  2.978778e-02
2.400000e+07  1.860109e-02
2.600000e+07  1.146254e-02
2.800000e+07  8.070104e-03
3.000000e+07  4.823224e-03
3.200000e+07  3.953189e-03
3.400000e+07  3.137699e-03
3.600000e+07  2.714129e-03
3.800000e+07  2.650052e-03
4.000000e+07  2.590987e-03
4.200000e+07  3.018522e-03
4.400000e+07  3.428524e-03
4.600000e+07  3.822811e-03
4.800000e+07  4.202590e-03
5.000000e+07  4.569310e-03
5.500000e+07  6.767911e-03
6.000000e+07  8.806078e-03
6.500000e+07  1.000604e-02
7.000000e+07  1.114506e-02
8.000000e+07  1.327707e-02
9.000000e+07  1.443521e-02
1.000000e+08  1.554693e-02
1.100000e+08  1.621508e-02
1.200000e+08  1.687711e-02
1.300000e+08  1.761903e-02
1.400000e+08  1.835599e-02
1.500000e+08  1.908902e-02
2.000000e+08  2.407285e-02


# Production of C-12
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  0.000000e+00
4.000000e+06  0.000000e+00
5.000000e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  4.640614e-02
2.000000e+08  4.567845e-02


# Production of C-13
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  0.000000e+00
4.000000e+06  0.000000e+00
5.000000e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  2.735987e-02
2.000000e+08  2.998336e-02


# Production of N-12
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  0.000000e+00
4.000000e+06  0.000000e+00
5.000000e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  6.956892e-03
2.000000e+08  7.109311e-03


# Production of N-13
# E_in [eV]   sigma[barns]
8.928000e+06  0.000000e+00
9.000000e+06  3.814578e-05
1.000000e+07  5.759404e-04
1.100000e+07  1.127308e-03
1.200000e+07  1.691018e-03
1.300000e+07  7.266940e-03
1.400000e+07  1.164510e-02
1.500000e+07  1.721646e-02
1.600000e+07  2.400480e-02
1.800000e+07  2.993105e-02
2.000000e+07  3.019383e-02
2.200000e+07  3.068975e-02
2.400000e+07  3.106988e-02
2.600000e+07  3.239523e-02
2.800000e+07  3.283924e-02
3.000000e+07  3.329984e-02
3.200000e+07  3.373711e-02
3.400000e+07  3.418064e-02
3.600000e+07  3.292307e-02
3.800000e+07  3.120050e-02
4.000000e+07  2.958479e-02
4.200000e+07  2.806331e-02
4.400000e+07  2.662504e-02
4.600000e+07  2.510222e-02
4.800000e+07  2.318146e-02
5.000000e+07  2.156390e-02
5.500000e+07  1.943117e-02
6.000000e+07  1.750000e-02
6.500000e+07  1.702498e-02
7.000000e+07  1.659999e-02
8.000000e+07  1.510886e-02
9.000000e+07  1.359818e-02
1.000000e+08  1.191948e-02
1.100000e+08  1.055651e-02
1.200000e+08  1.014130e-02
1.300000e+08  9.614595e-03
1.400000e+08  8.933201e-03
1.500000e+08  8.764926e-03
2.000000e+08  8.771646e-03


# Production of O-12
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  0.000000e+00
4.000000e+06  0.000000e+00
5.000000e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  9.512758e-04
2.000000e+08  9.156949e-04


# Production of O-13
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  0.000000e+00
4.000000e+06  0.000000e+00
5.000000e+06  0.000000e+00
6.000000e+06  0.000000e+00
7.000000e+06  0.000000e+00
8.000000e+06  0.000000e+00
9.000000e+06  0.000000e+00
1.000000e+07  0.000000e+00
1.100000e+07  0.000000e+00
1.200000e+07  0.000000e+00
1.300000e+07  0.000000e+00
1.400000e+07  0.000000e+00
1.500000e+07  0.000000e+00
1.600000e+07  0.000000e+00
1.800000e+07  0.000000e+00
2.000000e+07  0.000000e+00
2.200000e+07  0.000000e+00
2.400000e+07  0.000000e+00
2.600000e+07  0.000000e+00
2.800000e+07  0.000000e+00
3.000000e+07  0.000000e+00
3.200000e+07  0.000000e+00
3.400000e+07  0.000000e+00
3.600000e+07  0.000000e+00
3.800000e+07  0.000000e+00
4.000000e+07  0.000000e+00
4.200000e+07  0.000000e+00
4.400000e+07  0.000000e+00
4.600000e+07  0.000000e+00
4.800000e+07  0.000000e+00
5.000000e+07  0.000000e+00
5.500000e+07  0.000000e+00
6.000000e+07  0.000000e+00
6.500000e+07  0.000000e+00
7.000000e+07  0.000000e+00
8.000000e+07  0.000000e+00
9.000000e+07  0.000000e+00
1.000000e+08  0.000000e+00
1.100000e+08  0.000000e+00
1.200000e+08  0.000000e+00
1.300000e+08  0.000000e+00
1.400000e+08  0.000000e+00
1.500000e+08  4.206886e-03
2.000000e+08  3.766029e-03


# Production of O-14
# E_in [eV]   sigma[barns]
6.353600e+06  0.000000e+00
7.000000e+06  3.896009e-02
8.000000e+06  1.021110e-01
9.000000e+06  9.216692e-02
1.000000e+07  1.127064e-01
1.100000e+07  8.049892e-02
1.200000e+07  1.087012e-01
1.300000e+07  1.036837e-01
1.400000e+07  9.583427e-02
1.500000e+07  8.872164e-02
1.600000e+07  8.812506e-02
1.800000e+07  8.742573e-02
2.000000e+07  8.722367e-02
2.200000e+07  7.900400e-02
2.400000e+07  7.133573e-02
2.600000e+07  6.412770e-02
2.800000e+07  5.730788e-02
3.000000e+07  5.082387e-02
3.200000e+07  4.754786e-02
3.400000e+07  4.450803e-02
3.600000e+07  4.167375e-02
3.800000e+07  3.901694e-02
4.000000e+07  3.651859e-02
4.200000e+07  3.416024e-02
4.400000e+07  3.192586e-02
4.600000e+07  2.980411e-02
4.800000e+07  2.778211e-02
5.000000e+07  2.585196e-02
5.500000e+07  2.328688e-02
6.000000e+07  2.096405e-02
6.500000e+07  1.950096e-02
7.000000e+07  1.815128e-02
8.000000e+07  1.573609e-02
9.000000e+07  1.422118e-02
1.000000e+08  1.285608e-02
1.100000e+08  1.201939e-02
1.200000e+08  1.124101e-02
1.300000e+08  1.053460e-02
1.400000e+08  9.854924e-03
1.500000e+08  9.198923e-03
2.000000e+08  7.532793e-03


# Production of gamma-rays
# E_in [eV]   sigma[barns]
2.479400e+06  0.000000e+00
3.000000e+06  4.588434e-01
4.000000e+06  1.688242e+00
5.000000e+06  2.763383e+00
6.000000e+06  3.684489e+00
7.000000e+06  3.868717e+00
8.000000e+06  3.945935e+00
9.000000e+06  4.138715e+00
1.000000e+07  4.245756e+00
1.100000e+07  3.859412e+00
1.200000e+07  3.557003e+00
1.300000e+07  3.142780e+00
1.400000e+07  2.616589e+00
1.500000e+07  2.154587e+00
1.600000e+07  2.093279e+00
1.800000e+07  1.850281e+00
2.000000e+07  1.627488e+00
2.200000e+07  1.478476e+00
2.400000e+07  1.374221e+00
2.600000e+07  1.283876e+00
2.800000e+07  1.264982e+00
3.000000e+07  1.247890e+00
3.200000e+07  1.183452e+00
3.400000e+07  1.129322e+00
3.600000e+07  1.067245e+00
3.800000e+07  1.015757e+00
4.000000e+07  9.717281e-01
4.200000e+07  9.441393e-01
4.400000e+07  9.190533e-01
4.600000e+07  9.298595e-01
4.800000e+07  9.663669e-01
5.000000e+07  8.237918e-01
5.500000e+07  8.472207e-01
6.000000e+07  8.053751e-01
6.500000e+07  7.912752e-01
7.000000e+07  7.755490e-01
8.000000e+07  7.315679e-01
9.000000e+07  6.704937e-01
1.000000e+08  6.234236e-01
1.100000e+08  5.860683e-01
1.200000e+08  5.788887e-01
1.300000e+08  5.782655e-01
1.400000e+08  5.603015e-01
1.500000e+08  5.303095e-01
2.000000e+08  6.420266e-01


