point_id,energy_MeV,energy_unc_minus_MeV,energy_unc_plus_MeV,sigma_mb,sigma_unc_stat_mb,sigma_unc_sys_mb,sigma_unc_minus_mb,sigma_unc_plus_mb
0,6.22,0.1866,0.1866,1.2,,,0.0,0.0
1,6.41,0.1923,0.1923,1.8,,,0.0,0.0
2,6.57,0.1971,0.1971,2.3,,,0.0,0.0
3,7.01,0.2103,0.2103,3.1,,,0.0,0.0
4,7.26,0.2178,0.2178,3.6,,,0.0,0.0
5,7.45,0.2235,0.2235,5.3,,,0.0,0.0
6,7.8,0.234,0.234,9.0,,,0.0,0.0
7,8.04,0.2412,0.2412,22.9,,,0.0,0.0
8,8.19,0.2457,0.2457,34.4,,,0.0,0.0
9,8.57,0.2571,0.2571,40.300000000000004,,,0.0,0.0
10,8.77,0.2631,0.2631,37.0,,,0.0,0.0
11,9.02,0.2706,0.2706,28.2,,,0.0,0.0
12,9.14,0.2742,0.2742,24.2,,,0.0,0.0
13,9.19,0.2757,0.2757,21.0,,,0.0,0.0
14,9.31,0.2793,0.2793,17.7,,,0.0,0.0
15,9.44,0.2832,0.2832,12.3,,,0.0,0.0
16,9.51,0.2853,0.2853,11.4,,,0.0,0.0
17,9.69,0.2907,0.2907,8.7,,,0.0,0.0
18,9.84,0.2952,0.2952,9.0,,,0.0,0.0
19,9.9,0.297,0.297,10.200000000000001,,,0.0,0.0
20,10.0,0.3,0.3,13.299999999999999,,,0.0,0.0
21,10.2,0.306,0.306,17.5,,,0.0,0.0
22,10.4,0.312,0.312,22.0,,,0.0,0.0
23,10.6,0.318,0.318,25.9,,,0.0,0.0
24,10.7,0.321,0.321,32.099999999999994,,,0.0,0.0
25,10.9,0.327,0.327,38.199999999999996,,,0.0,0.0
26,11.1,0.333,0.333,47.300000000000004,,,0.0,0.0
27,11.2,0.336,0.336,49.0,,,1.75,1.75
28,11.3,0.339,0.339,49.2,,,0.0,0.0
29,11.4,0.342,0.342,45.0,,,0.0,0.0
30,11.5,0.345,0.345,44.3,,,0.0,0.0
31,11.6,0.348,0.348,37.1,,,0.0,0.0
32,11.7,0.351,0.351,37.8,,,0.0,0.0
33,11.9,0.357,0.357,31.099999999999998,,,0.0,0.0
34,11.9,0.357,0.357,32.7,,,0.0,0.0
35,12.0,0.36,0.36,28.6,,,0.0,0.0
36,12.3,0.369,0.369,29.6,,,0.0,0.0
37,12.5,0.375,0.375,27.400000000000002,,,0.0,0.0
38,12.6,0.378,0.378,27.5,,,0.0,0.0
39,12.6,0.378,0.378,26.4,,,0.0,0.0
40,12.8,0.384,0.384,27.099999999999998,,,0.0,0.0
41,12.9,0.387,0.387,29.1,,,0.0,0.0
42,12.9,0.387,0.387,27.2,,,0.0,0.0
43,13.1,0.393,0.393,27.099999999999998,,,0.0,0.0
44,13.2,0.396,0.396,24.0,,,0.0,0.0
45,13.3,0.399,0.399,24.0,,,0.0,0.0
46,13.4,0.402,0.402,20.9,,,0.0,0.0
47,13.5,0.405,0.405,19.099999999999998,,,0.0,0.0
48,13.7,0.411,0.411,19.2,,,0.0,0.0
49,13.9,0.417,0.417,19.0,,,0.0,0.0
50,13.9,0.417,0.417,21.1,,,0.0,0.0
51,14.1,0.423,0.423,25.1,,,0.0,0.0
52,14.3,0.429,0.429,32.099999999999994,,,0.0,0.0
53,14.5,0.435,0.435,38.199999999999996,,,0.0,0.0
54,14.6,0.438,0.438,40.0,,,0.0,0.0
55,14.9,0.447,0.447,37.699999999999996,,,0.0,0.0
56,15.1,0.453,0.453,32.300000000000004,,,0.0,0.0
57,15.2,0.456,0.456,29.1,,,0.0,0.0
58,15.4,0.462,0.462,29.3,,,0.0,0.0
59,15.6,0.468,0.468,28.6,,,0.0,0.0
