point_id,energy_MeV,energy_unc_minus_MeV,energy_unc_plus_MeV,sigma_mb,sigma_unc_stat_mb,sigma_unc_sys_mb,sigma_unc_minus_mb,sigma_unc_plus_mb
0,12.62,0.0,0.0,6.25,,,0.8,0.8
1,13.0,0.0,0.0,6.0,,,0.0,0.0
2,13.64,0.0,0.0,5.6,,,0.2,0.2
3,14.0,0.0,0.0,8.42,,,0.0,0.0
4,14.66,0.0,0.0,13.6,,,1.9,1.9
5,15.0,0.0,0.0,15.469999999999999,,,0.0,0.0
6,15.68,0.0,0.0,19.2,,,1.8,1.8
7,16.0,0.0,0.0,20.0,,,0.0,0.0
8,16.7,0.0,0.0,21.7,,,0.4,0.4
9,17.0,0.0,0.0,23.05,,,0.0,0.0
10,17.7,0.0,0.0,26.200000000000003,,,2.3,2.3
11,18.0,0.0,0.0,28.1,,,0.0,0.0
12,18.72,0.0,0.0,32.7,,,0.0,0.0
13,19.0,0.0,0.0,31.3,,,0.0,0.0
14,19.73,0.0,0.0,31.9,,,0.0,0.0
15,20.0,0.0,0.0,32.2,,,0.0,0.0
16,20.74,0.0,0.0,33.099999999999994,,,0.0,0.0
17,21.0,0.0,0.0,30.700000000000003,,,0.0,0.0
18,21.75,0.0,0.0,31.7,,,0.0,0.0
19,22.0,0.0,0.0,32.099999999999994,,,0.0,0.0
20,22.76,0.0,0.0,33.300000000000004,,,0.1,0.1
21,23.0,0.0,0.0,33.0,,,0.0,0.0
22,23.76,0.0,0.0,32.099999999999994,,,0.0,0.0
23,24.0,0.0,0.0,32.2,,,0.0,0.0
24,24.77,0.0,0.0,32.5,,,0.0,0.0
25,25.0,0.0,0.0,32.5,,,0.0,0.0
26,25.78,0.0,0.0,32.599999999999994,,,0.0,0.0
27,26.0,0.0,0.0,32.5,,,0.0,0.0
28,26.78,0.0,0.0,32.099999999999994,,,0.4,0.4
29,27.0,0.0,0.0,31.0,,,0.0,0.0
30,27.8,0.0,0.0,31.5,,,0.4,0.4
31,28.0,0.0,0.0,31.6,,,0.0,0.0
32,28.8,0.0,0.0,32.099999999999994,,,0.3,0.3
33,29.0,0.0,0.0,31.8,,,0.0,0.0
34,29.8,0.0,0.0,30.8,,,0.4,0.4
