point_id,energy_MeV,energy_unc_minus_MeV,energy_unc_plus_MeV,sigma_mb,sigma_unc_stat_mb,sigma_unc_sys_mb,sigma_unc_minus_mb,sigma_unc_plus_mb
0,6.66,0.0,0.0,0.1,,,0.007,0.007
1,6.89,0.0,0.0,1.1,,,0.077,0.077
2,7.0,0.0,0.0,1.95,,,0.1365,0.1365
3,7.11,0.0,0.0,2.8,,,0.196,0.196
4,7.34,0.0,0.0,6.2,,,0.434,0.434
5,7.56,0.0,0.0,9.4,,,0.6579999999999999,0.6579999999999999
6,7.79,0.0,0.0,15.9,,,1.113,1.113
7,8.0,0.0,0.0,51.3,,,3.591,3.591
8,8.22,0.0,0.0,32.599999999999994,,,2.282,2.282
9,8.45,0.0,0.0,29.5,,,2.065,2.065
10,8.68,0.0,0.0,35.5,,,2.485,2.485
11,8.9,0.0,0.0,16.299999999999997,,,1.141,1.141
12,9.0,0.0,0.0,11.6,,,0.812,0.812
13,9.11,0.0,0.0,6.4,,,0.448,0.448
14,9.32,0.0,0.0,5.1000000000000005,,,0.357,0.357
15,9.55,0.0,0.0,5.8999999999999995,,,0.41300000000000003,0.41300000000000003
16,9.77,0.0,0.0,8.6,,,0.602,0.602
17,10.0,0.0,0.0,20.8,,,1.456,1.456
18,10.25,0.0,0.0,24.8,,,1.736,1.736
19,10.51,0.0,0.0,32.0,,,2.2399999999999998,2.2399999999999998
20,10.79,0.0,0.0,43.2,,,3.024,3.024
21,11.0,0.0,0.0,51.94,,,3.6357999999999997,3.6357999999999997
22,11.04,0.0,0.0,53.6,,,3.7520000000000002,3.7520000000000002
23,11.32,0.0,0.0,41.5,,,2.9050000000000002,2.9050000000000002
24,11.6,0.0,0.0,27.5,,,1.925,1.925
25,11.85,0.0,0.0,30.0,,,2.1,2.1
26,12.0,0.0,0.0,30.0,,,2.1,2.1
27,12.11,0.0,0.0,30.0,,,2.1,2.1
28,12.38,0.0,0.0,27.2,,,1.9040000000000001,1.9040000000000001
29,12.64,0.0,0.0,25.6,,,1.792,1.792
30,12.9,0.0,0.0,29.3,,,2.0509999999999997,2.0509999999999997
31,13.0,0.0,0.0,28.139999999999997,,,1.9697999999999998,1.9697999999999998
32,13.7,0.0,0.0,20.0,,,1.4,1.4
33,14.0,0.0,0.0,23.060000000000002,,,1.6142,1.6142
34,14.73,0.0,0.0,30.5,,,2.1350000000000002,2.1350000000000002
35,15.0,0.0,0.0,28.400000000000002,,,1.9880000000000002,1.9880000000000002
36,15.77,0.0,0.0,22.4,,,1.568,1.568
