point_id,energy_MeV,energy_unc_minus_MeV,energy_unc_plus_MeV,sigma_mb,sigma_unc_stat_mb,sigma_unc_sys_mb,sigma_unc_minus_mb,sigma_unc_plus_mb
0,20.2,0.0,0.0,0.69,,,0.030000000000000002,0.030000000000000002
1,24.8,2.1,2.1,2.0799999999999996,,,0.11,0.11
2,28.0,0.0,0.0,5.3,,,0.2,0.2
3,32.0,3.0,3.0,11.0,,,0.4,0.4
4,35.0,3.0,3.0,16.1,,,0.6,0.6
5,38.2,0.0,0.0,23.5,,,0.9,0.9
6,41.2,0.0,0.0,24.9,,,0.9,0.9
7,43.9,1.9,1.9,27.3,,,1.0,1.0
8,46.5,0.0,0.0,28.0,,,1.0,1.0
9,48.2,0.0,0.0,27.2,,,1.1,1.1
10,49.0,0.0,0.0,27.0,,,1.0,1.0
11,51.8,0.0,0.0,24.9,,,0.9,0.9
12,55.3,1.5,1.5,23.8,,,0.9,0.9
13,57.2,1.4,1.4,25.6,,,0.9,0.9
14,62.9,1.3,1.3,22.1,,,0.8,0.8
15,64.6,1.3,1.3,22.700000000000003,,,0.8,0.8
16,69.7,1.2,1.2,21.1,,,0.8,0.8
17,76.2,0.0,0.0,20.6,,,0.9,0.9
18,77.3,2.1,2.1,21.5,,,0.8,0.8
19,82.2,0.9,0.9,20.299999999999997,,,1.1,1.1
20,87.4,1.9,1.9,20.0,,,0.7,0.7
21,87.9,0.8,0.8,18.8,,,2.0,2.0
22,93.3,0.8,0.8,18.8,,,1.0,1.0
23,96.6,1.6,1.6,18.5,,,0.7,0.7
24,98.6,0.7,0.7,17.8,,,0.9,0.9
25,105.2,1.4,1.4,17.2,,,0.6,0.6
26,113.3,1.2,1.2,17.0,,,0.6,0.6
27,121.0,1.1,1.1,16.8,,,0.6,0.6
28,128.4,0.9,0.9,16.299999999999997,,,0.7,0.7
29,133.7,1.7,1.7,15.6,,,0.6,0.6
30,135.5,0.8,0.8,16.299999999999997,,,0.6,0.6
31,140.5,1.5,1.5,16.8,,,0.7,0.7
32,142.3,0.6,0.6,15.5,,,0.6,0.6
33,147.2,1.5,1.5,16.2,,,0.6,0.6
34,148.9,0.5,0.5,15.4,,,0.6,0.6
35,153.6,1.3,1.3,15.9,,,0.6,0.6
36,159.9,1.2,1.2,16.2,,,0.6,0.6
37,166.0,1.1,1.1,15.6,,,0.6,0.6
38,172.0,0.0,0.0,15.8,,,0.6,0.6
39,177.8,0.8,0.8,15.5,,,0.7,0.7
40,183.5,0.6,0.6,14.4,,,0.6,0.6
41,189.1,0.5,0.5,15.2,,,0.6,0.6
