point_id,energy_MeV,energy_unc_minus_MeV,energy_unc_plus_MeV,sigma_mb,sigma_unc_stat_mb,sigma_unc_sys_mb,sigma_unc_minus_mb,sigma_unc_plus_mb
0,11.4,0.5,0.5,3.0,,,0.8,0.8
1,12.1,0.4,0.4,6.0,,,1.5,1.5
2,13.1,0.3,0.3,17.0,,,3.0,3.0
3,14.1,0.2,0.2,26.0,,,4.0,4.0
4,15.1,0.2,0.2,29.0,,,4.0,4.0
5,15.5,0.6,0.6,24.0,,,3.0,3.0
6,16.5,0.4,0.4,22.0,,,3.0,3.0
7,17.4,0.3,0.3,31.0,,,4.0,4.0
8,18.3,0.2,0.2,39.0,,,5.0,5.0
9,19.2,0.2,0.2,40.0,,,5.0,5.0
