point_id,energy_MeV,energy_unc_minus_MeV,energy_unc_plus_MeV,sigma_mb,sigma_unc_stat_mb,sigma_unc_sys_mb,sigma_unc_minus_mb,sigma_unc_plus_mb
0,18.0,0.54,0.54,0.1,,,0.0,0.0
1,18.3,0.549,0.549,0.8,,,0.0,0.0
2,18.6,0.558,0.558,2.0,,,0.0,0.0
3,18.8,0.564,0.564,3.0,,,0.0,0.0
4,18.9,0.567,0.567,6.1000000000000005,,,0.0,0.0
5,19.1,0.573,0.573,10.200000000000001,,,0.0,0.0
6,19.3,0.579,0.579,13.700000000000001,,,0.0,0.0
7,19.3,0.579,0.579,18.1,,,0.0,0.0
8,19.6,0.588,0.588,20.1,,,0.0,0.0
9,19.8,0.594,0.594,25.0,,,0.0,0.0
10,20.2,0.606,0.606,30.0,,,0.0,0.0
11,20.5,0.615,0.615,32.599999999999994,,,0.0,0.0
12,21.1,0.633,0.633,35.2,,,0.0,0.0
13,21.7,0.651,0.651,39.0,,,0.0,0.0
14,22.3,0.669,0.669,46.1,,,0.0,0.0
15,23.0,0.69,0.69,47.199999999999996,,,0.0,0.0
16,23.7,0.711,0.711,51.4,,,0.0,0.0
17,24.3,0.729,0.729,54.300000000000004,,,0.0,0.0
18,24.5,0.735,0.735,56.300000000000004,,,0.0,0.0
19,24.7,0.741,0.741,57.7,,,0.0,0.0
20,24.9,0.747,0.747,58.5,,,0.0,0.0
21,25.5,0.765,0.765,64.5,,,0.0,0.0
22,25.5,0.765,0.765,65.60000000000001,,,0.0,0.0
23,25.9,0.777,0.777,70.5,,,0.0,0.0
24,26.2,0.786,0.786,71.8,,,0.0,0.0
25,26.6,0.798,0.798,76.89999999999999,,,0.0,0.0
26,27.3,0.819,0.819,77.7,,,0.0,0.0
27,27.7,0.831,0.831,78.0,,,0.0,0.0
28,28.4,0.852,0.852,78.39999999999999,,,0.0,0.0
29,28.9,0.867,0.867,79.9,,,0.0,0.0
30,29.2,0.876,0.876,84.9,,,0.0,0.0
31,29.7,0.891,0.891,86.7,,,0.0,0.0
32,30.2,0.906,0.906,88.1,,,0.0,0.0
33,30.8,0.924,0.924,90.89999999999999,,,0.0,0.0
34,31.3,0.939,0.939,91.6,,,0.0,0.0
35,31.8,0.954,0.954,96.19999999999999,,,0.0,0.0
