target,target_z,target_a,energy_MeV,n_interactions,n_c11,n_n13,n_o15,sigma_inelastic_mb,n_secondaries,n_nuclei,residual_counts,cross_section_data_sets,model_counts,physics_list,geant4_version,seed,batch_count,seeds,stopping_condition
O16,8,16,65,10000,661,75,1930,335,43173,17543,1-2:439|1-3:42|2-3:346|2-4:8038|3-6:55|3-7:11|3-8:1|4-10:1|4-7:31|4-9:1|5-10:136|5-11:203|5-8:6|6-10:24|6-11:661|6-12:1861|6-13:956|6-14:71|7-12:2|7-13:75|7-14:1138|7-15:824|8-14:72|8-15:1930|8-16:619,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4885000,1,4885000,pilot_interactions
O16,8,16,70,10000,651,119,1964,320,43608,17278,1-2:336|1-3:42|2-3:365|2-4:7865|2-6:2|3-6:39|3-7:3|3-8:1|4-10:3|4-7:27|4-9:1|5-10:131|5-11:209|5-8:5|6-10:43|6-11:651|6-12:1807|6-13:1001|6-14:59|7-12:4|7-13:119|7-14:1149|7-15:785|8-14:62|8-15:1964|8-16:605,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4890000,1,4890000,pilot_interactions
O16,8,16,75,10000,683,128,1893,315,44081,17120,1-2:358|1-3:32|2-3:387|2-4:7621|2-6:2|3-6:38|3-7:4|3-8:1|4-10:6|4-6:1|4-7:34|5-10:139|5-11:274|5-12:1|5-8:3|6-10:49|6-11:683|6-12:1700|6-13:1114|6-14:82|7-12:1|7-13:128|7-14:1142|7-15:775|8-14:87|8-15:1893|8-16:565,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4895000,1,4895000,pilot_interactions
O16,8,16,80,10000,687,131,1952,310,44523,16719,1-2:324|1-3:50|2-3:339|2-4:7188|3-6:38|3-7:1|4-10:6|4-7:24|5-10:153|5-11:280|5-8:2|6-10:57|6-11:687|6-12:1715|6-13:1204|6-14:87|7-12:6|7-13:131|7-14:1154|7-15:747|8-14:77|8-15:1952|8-16:497,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4900000,1,4900000,pilot_interactions
O16,8,16,85,10000,671,143,1890,307,44689,16439,1-2:315|1-3:49|2-3:317|2-4:6860|3-6:41|3-7:1|3-8:1|4-10:6|4-7:20|5-10:173|5-11:297|5-8:7|6-10:95|6-11:671|6-12:1652|6-13:1176|6-14:81|7-12:6|7-13:143|7-14:1199|7-15:838|8-13:1|8-14:77|8-15:1890|8-16:523,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4905000,1,4905000,pilot_interactions
O16,8,16,90,10000,639,146,1914,304,45067,16330,1-2:267|1-3:43|2-3:293|2-4:6824|3-6:45|3-7:2|4-10:12|4-6:1|4-7:30|4-9:1|5-10:184|5-11:338|5-8:7|6-10:101|6-11:639|6-12:1650|6-13:1194|6-14:83|7-12:4|7-13:146|7-14:1143|7-15:833|8-14:90|8-15:1914|8-16:486,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4910000,1,4910000,pilot_interactions
O16,8,16,95,10000,666,122,1878,298.5,45547,16323,1-2:256|1-3:36|2-3:317|2-4:6804|3-6:49|3-7:5|4-10:10|4-7:28|4-9:3|5-10:220|5-11:339|5-8:2|6-10:115|6-11:666|6-12:1678|6-13:1249|6-14:80|7-12:10|7-13:122|7-14:1097|7-15:815|8-14:94|8-15:1878|8-16:450,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4915000,1,4915000,pilot_interactions
O16,8,16,100,10000,581,147,1993,293,45714,15945,1-2:233|1-3:55|2-3:289|2-4:6411|3-6:54|3-8:3|4-10:11|4-6:3|4-7:27|4-9:2|5-10:249|5-11:317|5-12:2|5-8:4|6-10:114|6-11:581|6-12:1594|6-13:1249|6-14:100|7-12:8|7-13:147|7-14:1098|7-15:834|8-13:2|8-14:96|8-15:1993|8-16:469,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4920000,1,4920000,pilot_interactions
O16,8,16,105,10000,616,143,1868,291.5,45956,15821,1-2:215|1-3:43|2-3:278|2-4:6279|3-6:45|4-10:20|4-7:24|4-9:4|5-10:241|5-11:372|5-12:1|5-8:2|6-10:102|6-11:616|6-12:1638|6-13:1268|6-14:87|7-12:12|7-13:143|7-14:1147|7-15:913|8-14:92|8-15:1868|8-16:411,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4925000,1,4925000,pilot_interactions
O16,8,16,110,10000,616,140,1937,290,46138,15679,1-2:212|1-3:48|2-3:251|2-4:6129|3-6:35|3-7:4|4-10:23|4-7:33|4-9:5|5-10:268|5-11:345|5-12:1|5-8:6|6-10:110|6-11:616|6-12:1640|6-13:1223|6-14:98|7-12:20|7-13:140|7-14:1123|7-15:903|8-14:105|8-15:1937|8-16:404,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4930000,1,4930000,pilot_interactions
O16,8,16,115,10000,567,166,1864,288.5,46397,15531,1-2:191|1-3:48|2-3:262|2-4:5938|3-6:52|3-7:3|4-10:22|4-7:34|5-10:281|5-11:399|5-8:3|6-10:137|6-11:567|6-12:1686|6-13:1211|6-14:112|7-12:14|7-13:166|7-14:1147|7-15:863|8-14:115|8-15:1864|8-16:416,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4935000,1,4935000,pilot_interactions
O16,8,16,120,10000,572,169,1859,287,46665,15485,1-2:180|1-3:34|2-3:263|2-4:5945|3-6:67|3-7:1|4-10:21|4-6:1|4-7:29|4-9:6|5-10:267|5-11:389|5-8:4|6-10:142|6-11:572|6-12:1554|6-13:1251|6-14:116|6-9:1|7-12:22|7-13:169|7-14:1197|7-15:872|8-13:2|8-14:97|8-15:1859|8-16:424,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4940000,1,4940000,pilot_interactions
O16,8,16,125,10000,563,170,1848,286,47024,15373,1-2:165|1-3:28|2-3:245|2-4:5860|3-6:63|3-7:2|4-10:33|4-7:19|4-9:12|5-10:302|5-11:400|5-12:2|5-8:4|6-10:124|6-11:563|6-12:1565|6-13:1253|6-14:101|6-9:1|7-12:27|7-13:170|7-14:1168|7-15:951|8-13:1|8-14:109|8-15:1848|8-16:357,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4945000,1,4945000,pilot_interactions
O16,8,16,130,10000,566,184,1867,285,46968,15165,1-2:176|1-3:49|2-3:208|2-4:5586|2-6:1|3-6:60|3-7:1|4-10:20|4-7:19|4-9:2|5-10:292|5-11:418|5-12:1|5-13:1|5-8:3|6-10:158|6-11:566|6-12:1591|6-13:1246|6-14:119|6-9:1|7-12:18|7-13:184|7-14:1113|7-15:968|8-13:4|8-14:111|8-15:1867|8-16:382,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4950000,1,4950000,pilot_interactions
O16,8,16,135,10000,566,162,1919,284,47132,15130,1-2:187|1-3:49|2-3:235|2-4:5508|3-6:53|3-7:1|4-10:28|4-7:26|4-9:7|5-10:354|5-11:406|5-12:2|5-8:2|6-10:140|6-11:566|6-12:1563|6-13:1287|6-14:136|7-12:21|7-13:162|7-14:1075|7-15:915|8-13:1|8-14:102|8-15:1919|8-16:385,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4955000,1,4955000,pilot_interactions
O16,8,16,140,10000,506,149,1847,283,47383,14956,1-2:162|1-3:44|2-3:229|2-4:5361|3-6:64|3-7:3|4-10:28|4-7:12|4-9:5|5-10:326|5-11:374|5-12:3|5-8:3|6-10:169|6-11:506|6-12:1589|6-13:1259|6-14:138|7-12:29|7-13:149|7-14:1188|7-15:996|8-13:2|8-14:109|8-15:1847|8-16:361,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4960000,1,4960000,pilot_interactions
O16,8,16,145,10000,558,181,1793,281,47678,15150,1-2:161|1-3:38|2-3:211|2-4:5624|3-6:59|3-7:2|4-10:33|4-7:17|4-9:8|5-10:389|5-11:362|5-12:1|5-8:2|6-10:177|6-11:558|6-12:1551|6-13:1215|6-14:131|6-9:1|7-12:36|7-13:181|7-14:1112|7-15:996|8-14:113|8-15:1793|8-16:379,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4965000,1,4965000,pilot_interactions
O16,8,16,150,10000,497,164,1840,279,47727,15014,1-2:157|1-3:51|2-3:199|2-4:5464|3-6:64|3-7:1|3-8:1|4-10:38|4-7:14|4-9:8|5-10:384|5-11:410|5-12:3|5-8:2|6-10:157|6-11:497|6-12:1610|6-13:1138|6-14:138|6-9:2|7-12:46|7-13:164|7-14:1126|7-15:996|8-13:1|8-14:114|8-15:1840|8-16:389,BarashenkovGlauberGribov,Binary Cascade:10000,QGSP_BIC_HP,$Name: geant4-11-04-patch-01 [MT]$,4970000,1,4970000,pilot_interactions
