representative_rank,distance_quantile,replica_id,distance_D,energy_MeV,sigma_mb
0,0.05,301,0.11733775348685332,5.0,0.0
0,0.05,301,0.11733775348685332,5.242070116861436,0.0
0,0.05,301,0.11733775348685332,5.484140233722871,0.0
0,0.05,301,0.11733775348685332,5.726210350584307,0.0
0,0.05,301,0.11733775348685332,5.968280467445743,0.0
0,0.05,301,0.11733775348685332,6.210350584307179,0.0
0,0.05,301,0.11733775348685332,6.452420701168615,0.0
0,0.05,301,0.11733775348685332,6.69449081803005,0.0
0,0.05,301,0.11733775348685332,6.936560934891486,0.0
0,0.05,301,0.11733775348685332,7.178631051752921,0.0
0,0.05,301,0.11733775348685332,7.420701168614357,0.0
0,0.05,301,0.11733775348685332,7.6627712854757934,0.0
0,0.05,301,0.11733775348685332,7.904841402337229,0.0
0,0.05,301,0.11733775348685332,8.146911519198664,0.0
0,0.05,301,0.11733775348685332,8.3889816360601,0.0
0,0.05,301,0.11733775348685332,8.631051752921536,0.0
0,0.05,301,0.11733775348685332,8.873121869782972,0.0
0,0.05,301,0.11733775348685332,9.115191986644408,0.0
0,0.05,301,0.11733775348685332,9.357262103505843,0.0
0,0.05,301,0.11733775348685332,9.599332220367279,0.0
0,0.05,301,0.11733775348685332,9.841402337228715,0.0
0,0.05,301,0.11733775348685332,10.083472454090149,0.0
0,0.05,301,0.11733775348685332,10.325542570951587,0.0
0,0.05,301,0.11733775348685332,10.567612687813021,0.0
0,0.05,301,0.11733775348685332,10.809682804674457,0.0
0,0.05,301,0.11733775348685332,11.051752921535893,0.0
0,0.05,301,0.11733775348685332,11.293823038397328,0.0
0,0.05,301,0.11733775348685332,11.535893155258766,0.0
0,0.05,301,0.11733775348685332,11.7779632721202,0.0
0,0.05,301,0.11733775348685332,12.020033388981636,0.0
0,0.05,301,0.11733775348685332,12.262103505843072,0.0
0,0.05,301,0.11733775348685332,12.504173622704506,0.0
0,0.05,301,0.11733775348685332,12.746243739565944,0.0
0,0.05,301,0.11733775348685332,12.988313856427379,0.0
0,0.05,301,0.11733775348685332,13.230383973288815,0.0
0,0.05,301,0.11733775348685332,13.47245409015025,0.0
0,0.05,301,0.11733775348685332,13.714524207011687,0.0
0,0.05,301,0.11733775348685332,13.956594323873121,0.0
0,0.05,301,0.11733775348685332,14.198664440734557,0.0
0,0.05,301,0.11733775348685332,14.440734557595993,0.0
0,0.05,301,0.11733775348685332,14.68280467445743,0.0
0,0.05,301,0.11733775348685332,14.924874791318866,0.0
0,0.05,301,0.11733775348685332,15.1669449081803,0.0
0,0.05,301,0.11733775348685332,15.409015025041736,0.0
0,0.05,301,0.11733775348685332,15.651085141903172,0.0
0,0.05,301,0.11733775348685332,15.893155258764608,0.0
0,0.05,301,0.11733775348685332,16.135225375626042,0.0
0,0.05,301,0.11733775348685332,16.377295492487477,0.0
0,0.05,301,0.11733775348685332,16.619365609348915,0.0
0,0.05,301,0.11733775348685332,16.861435726210352,0.0
0,0.05,301,0.11733775348685332,17.103505843071787,0.0
0,0.05,301,0.11733775348685332,17.34557595993322,0.0
0,0.05,301,0.11733775348685332,17.587646076794655,0.0
0,0.05,301,0.11733775348685332,17.829716193656093,0.0
0,0.05,301,0.11733775348685332,18.07178631051753,1.8119957998104768
0,0.05,301,0.11733775348685332,18.313856427378965,2.9056572963434886
0,0.05,301,0.11733775348685332,18.5559265442404,3.7660094135996554
0,0.05,301,0.11733775348685332,18.797996661101834,4.522791282279592
0,0.05,301,0.11733775348685332,19.040066777963272,5.217162240565987
0,0.05,301,0.11733775348685332,19.28213689482471,5.868577712932848
0,0.05,301,0.11733775348685332,19.524207011686144,6.488701120612708
0,0.05,301,0.11733775348685332,19.76627712854758,7.085981441161889
0,0.05,301,0.11733775348685332,20.008347245409013,7.66754772463484
0,0.05,301,0.11733775348685332,20.25041736227045,8.23992685479248
0,0.05,301,0.11733775348685332,20.49248747913189,8.808935303633913
0,0.05,301,0.11733775348685332,20.734557595993323,9.380355446630071
0,0.05,301,0.11733775348685332,20.976627712854757,9.960281187236514
0,0.05,301,0.11733775348685332,21.218697829716195,10.555284077144751
0,0.05,301,0.11733775348685332,21.46076794657763,11.172564962988726
0,0.05,301,0.11733775348685332,21.702838063439064,11.820110944522014
0,0.05,301,0.11733775348685332,21.9449081803005,12.506872473036527
0,0.05,301,0.11733775348685332,22.186978297161936,13.242406311938849
0,0.05,301,0.11733775348685332,22.429048414023374,14.032703705184923
0,0.05,301,0.11733775348685332,22.671118530884808,14.88165168110919
0,0.05,301,0.11733775348685332,22.913188647746242,15.792980996868046
0,0.05,301,0.11733775348685332,23.15525876460768,16.770246408026015
0,0.05,301,0.11733775348685332,23.397328881469114,17.81677705879457
0,0.05,301,0.11733775348685332,23.639398998330552,18.935611244699867
0,0.05,301,0.11733775348685332,23.881469115191987,20.129415897032032
0,0.05,301,0.11733775348685332,24.12353923205342,21.400341203572797
