bin_left,bin_right,count
0.023387034944951826,0.09482159198666255,204
0.09482159198666255,0.16625614902837327,432
0.16625614902837327,0.23769070607008402,206
0.23769070607008402,0.3091252631117947,98
0.3091252631117947,0.3805598201535055,30
0.3805598201535055,0.4519943771952162,4
0.4519943771952162,0.5234289342369269,4
0.5234289342369269,0.5948634912786377,2
0.5948634912786377,0.6662980483203484,2
0.6662980483203484,0.7377326053620592,2
0.7377326053620592,0.8091671624037698,3
0.8091671624037698,0.8806017194454806,3
0.8806017194454806,0.9520362764871914,0
0.9520362764871914,1.023470833528902,1
1.023470833528902,1.0949053905706128,0
1.0949053905706128,1.1663399476123235,0
1.1663399476123235,1.2377745046540343,0
1.2377745046540343,1.309209061695745,0
1.309209061695745,1.3806436187374558,0
1.3806436187374558,1.4520781757791665,1
1.4520781757791665,1.523512732820877,0
1.523512732820877,1.5949472898625878,0
1.5949472898625878,1.6663818469042986,0
1.6663818469042986,1.7378164039460093,0
1.7378164039460093,1.80925096098772,0
1.80925096098772,1.8806855180294308,1
1.8806855180294308,1.9521200750711416,1
1.9521200750711416,2.023554632112852,0
2.023554632112852,2.094989189154563,0
2.094989189154563,2.1664237461962736,0
2.1664237461962736,2.2378583032379846,0
2.2378583032379846,2.309292860279695,0
2.309292860279695,2.3807274173214057,2
2.3807274173214057,2.4521619743631167,1
2.4521619743631167,2.523596531404827,0
2.523596531404827,2.595031088446538,1
2.595031088446538,2.6664656454882487,0
2.6664656454882487,2.7379002025299597,1
2.7379002025299597,2.8093347595716702,0
2.8093347595716702,2.880769316613381,1
