replica_id,distance_D,smoothing_lambda,sigma_5_MeV_mb,sigma_5.5_MeV_mb,sigma_6_MeV_mb,sigma_7_MeV_mb,sigma_8_MeV_mb,sigma_9_MeV_mb,sigma_10_MeV_mb,sigma_11_MeV_mb,sigma_12_MeV_mb,sigma_14_MeV_mb,sigma_16_MeV_mb,sigma_18_MeV_mb,sigma_20_MeV_mb,sigma_22_MeV_mb,sigma_24_MeV_mb,sigma_26_MeV_mb,sigma_28_MeV_mb,sigma_30_MeV_mb,sigma_35_MeV_mb,sigma_40_MeV_mb,sigma_45_MeV_mb,sigma_50_MeV_mb,sigma_55_MeV_mb,sigma_60_MeV_mb,sigma_65_MeV_mb,sigma_70_MeV_mb,sigma_75_MeV_mb,sigma_80_MeV_mb,sigma_85_MeV_mb,sigma_90_MeV_mb,sigma_95_MeV_mb,sigma_100_MeV_mb,sigma_105_MeV_mb,sigma_110_MeV_mb,sigma_115_MeV_mb,sigma_120_MeV_mb,sigma_125_MeV_mb,sigma_130_MeV_mb,sigma_135_MeV_mb,sigma_140_MeV_mb,sigma_145_MeV_mb,sigma_150_MeV_mb
10,0.14690542556753464,300.0,0.0,0.0,0.0,0.0,0.0,0.032094145308869476,0.36341151686211143,1.0332965303254515,2.1597660721190826,6.455061396193503,13.872033955253944,21.80170273666866,26.300007633921144,27.11482646045394,26.623611162730345,26.267706904774617,25.911213513611717,25.95302778914792,26.479210040266533,25.354589084035215,23.1485405184383,21.14830442201193,19.447178655616298,18.065080553812187,16.865401915906507,15.542251260207767,14.347135640117433,13.370602242843391,12.600684779471306,12.118801458126663,11.875680838443083,11.59290964919489,11.162250246886064,10.694289451942584,10.303382856436185,10.008807859129032,9.804120964473722,9.664285380948316,9.561782782361727,9.464568833431445,9.317480830949176,9.063320480483451
11,0.2394760057214694,300.0,0.0,0.0,0.0,0.0,0.0,0.046314722667606265,0.476144983229209,1.2791946095057098,2.5651483008971296,7.290185049194396,15.368236501013198,23.972106524753393,29.04203504380608,30.065967761298356,29.199046829725926,28.392758221073986,28.2515466384463,28.962657899632163,30.73270937017982,29.248981965426857,25.380189947722194,22.173588160145318,20.41160067743696,19.299012484084386,18.37344655284606,17.330227335391903,16.11400279785255,14.96007517031974,14.108623945123963,13.547455735786784,13.162631484251177,12.692788939769745,12.142165464217992,11.601379896414409,11.136510654714568,10.748774431348433,10.425324305317224,10.151635143081437,9.914051724748978,9.699325064468233,9.491595024516315,9.275363147538199
12,0.12227910355150433,300.0,0.0,0.0,0.0,0.0,0.0,0.04236742025005453,0.44154647517803464,1.1957126213900606,2.409539811699424,6.817617820505548,14.152963572017509,21.895671792683924,26.369705791448034,27.314800637290798,26.78906093187368,26.318733837202817,26.0274653366688,26.13218908059623,26.724286112000343,25.830763668036546,23.830780200803527,21.93903720765243,20.03344970139479,18.298906144480455,17.056090234194038,15.955036090222855,14.91262285711841,13.811963005269677,12.713392955734482,11.961055827845932,11.610078233678932,11.304527631965883,10.933713518027588,10.565888513744088,10.270389053502004,10.054924689991331,9.909417517125803,9.806543773158738,9.716034773653886,9.60288420408406,9.410452820374635,9.082404387111495
13,0.14661973207130913,100.0,0.0,0.0,0.0,0.0,0.0,0.05356173513816248,0.49550029524896505,1.251145523136776,2.4013738220265735,6.660700495662367,14.50700618774328,22.887037839064362,27.510503001325507,28.02802749891547,27.019734572070888,26.431190381900684,26.178197227195632,26.637077814377953,28.394690231137314,26.678360304279106,23.61717611445796,21.634446193086827,19.961204584341726,18.590075742760284,17.46776961112816,15.874076243026517,14.282266408829098,13.24527159028614,12.727640382762074,12.346500024579433,12.16652666363214,11.83278728609123,11.301593956298657,10.738187904453017,10.279939882624975,9.9477255047598,9.731333588228203,9.595337507255143,9.501208731454986,9.40757465501086,9.254451254832711,8.98154370670899
14,0.12241305299529136,300.0,0.0,0.0,0.0,0.0,0.0,0.0476413542990629,0.4804305010880514,1.2760484169271835,2.53376990517921,7.0091957715087645,14.419061283261405,22.39032644831815,27.281997164734182,28.491023204234367,28.00608606432116,27.385335439700196,26.99872138106597,27.268746688711687,28.033343020186322,26.79248543937359,24.12604188878749,21.26047627643988,19.04974937730434,17.872418048001446,17.279985900792656,16.41678899067569,15.184807511881946,13.910398261640994,12.775629814392712,11.965413637679257,11.558786423292549,11.226133418559836,10.887890245395921,10.58932200689809,10.36589819644117,10.194249687774418,10.043840212145744,9.904078096131975,9.769338017487916,9.63763902353762,9.520557214892367,9.432430111731925
15,0.12288035794470793,100.0,0.0,0.0,0.0,0.0,0.0,0.062311159224586916,0.5642003482164887,1.4067181620474176,2.673293063493919,7.293810531165752,15.89484913601198,25.286768790321833,29.978965259111575,30.456448885385516,30.011602960922065,29.49395889024638,29.05255173387094,29.29689593562647,31.46619300990166,29.93641664674881,26.39557205402613,24.109071702086762,21.96175138745534,20.282795778918846,19.079049825217737,17.61813102190531,16.29117042828074,15.11389702884365,14.006415137991862,13.456265240456334,13.45749263045305,13.156731355860293,12.551261355861989,11.914093745971252,11.435333574281742,11.11174886850287,10.901449593261512,10.759734223303196,10.643501226812676,10.492972902748376,10.178451643125753,9.573886732613918
16,0.13021784116758386,300.0,0.0,0.0,0.0,0.0,0.0,0.047865917822041505,0.4699251107718808,1.2289187618122903,2.4188540767683175,6.780234204136965,14.409585182720269,22.899177451815092,27.830255247878625,28.618931916975274,27.965838861344533,27.61360890397077,27.461739658207634,27.76384676691735,28.893193547085296,27.809590102302685,24.82787233999099,21.893477721982205,19.82420170770674,18.503392921536733,17.393500241328905,16.064275254821542,14.89262739325261,14.125748505946344,13.615657648956173,12.999879336154349,12.377941293110682,11.889216909689068,11.46550148540965,11.10578236173436,10.824739737814834,10.592751633956688,10.377965543476826,10.172499111470295,9.974233427243226,9.78363453354751,9.610942796312315,9.468083852962021
17,0.20333871585805588,300.0,0.0,0.0,0.0,0.0,0.0,0.048099041158003675,0.494318664884194,1.327730429655976,2.6616929357603576,7.552700541116231,15.895394087100307,24.751170714027044,29.48770621985294,30.011449118869447,29.119143718856122,28.50762592504703,28.438626446092645,28.538670077189476,29.740424237395686,28.57201337853671,25.247566877850243,22.297911306654665,20.682097828617593,19.796391532339612,18.827282537571744,17.537057679119446,16.16333563949396,14.731760912931257,13.379182008222466,12.314592795087629,11.746340701365467,11.499745382021333,11.293547188458824,11.076131201943774,10.860154709856996,10.67083306796294,10.527930183051206,10.42260195181074,10.339756219096568,10.26333705996285,10.171588082537905,10.04200045548854
18,0.13373673883871967,300.0,0.0,0.0,0.0,0.0,0.0,0.041646725280524544,0.42946719524091387,1.1558227784424162,2.31978972661669,6.588137599538625,13.976906076132234,22.092888582664386,26.59016037572161,27.06197985366591,26.081344426032288,25.55915773979668,25.630028569842054,25.781891132168106,27.080270994308762,26.442818843281398,23.92582233572136,21.431351588782945,19.645807752560415,18.434812828925466,17.449631002708397,16.25062350708547,14.937594573076824,13.799288458909224,12.96814154091902,12.269552531317402,11.673197713528149,11.210981807417003,10.783538818728285,10.400975543151382,10.095767541961342,9.86029312104422,9.680775524468451,9.550583143098898,9.465350324243738,9.423999581896384,9.436490191526039,9.516240137770978
19,0.10389031429298949,300.0,0.0,0.0,0.0,0.0,0.0,0.06724350353833956,0.6112102961182134,1.5274840617178895,2.9037120437967334,7.69249639118623,15.780536777565954,24.706329849907434,29.77009009385537,30.313121857850042,29.41230022573913,28.81107815132936,28.573794467849897,29.210998485346384,31.113160754377773,29.666013566594355,26.174294642074265,23.329499398131908,21.267149682362746,19.802490855791685,18.648096830964743,17.321413893823337,16.01445736104248,14.897476805048825,13.991083166821753,13.376050647978301,13.025394621856524,12.650386340188085,12.206537128806902,11.774317572268583,11.421493770465405,11.151211508630931,10.948661858077248,10.783026860362924,10.621280266412477,10.417716331409006,10.073741879369981,9.494738113159896
20,0.20938808446671814,300.0,0.0,0.0,0.0,0.0,0.0,0.06254309994594356,0.5886637175516874,1.5016374884137387,2.899402338790524,7.877755990294577,16.442024438468007,25.867825494141222,31.41831306437925,32.397264736927944,31.272840162103286,30.265217105119653,30.480978622525416,31.253296144880224,32.732021399159656,31.065458709540046,27.839615640340668,24.719336595245974,22.37340682276479,20.667330507310613,19.281015481068,18.06801614893635,17.25580666568833,16.19566088558081,14.740965496230892,13.601568036064677,12.96974441909227,12.59761374208527,12.27778585852856,11.982493932526774,11.72152645242868,11.499570289200717,11.318545842242699,11.174813697629403,11.063714554398796,10.980574567960755,10.919560902892739,10.874691425649011
21,0.10991710908660375,300.0,0.0,0.0,0.0,0.0,0.0,0.05655796355991089,0.5450498966516009,1.4096917923652674,2.7477673552998656,7.517114461832564,15.632210694390299,24.318858911518983,29.09317505075817,29.867966303427778,29.19760891942125,28.66538381216526,28.426572836197863,28.60384199356281,29.78359787298047,28.738749470093264,25.803692902537783,22.907454608075202,20.831760243355827,19.525231267438112,18.508739010966934,17.398176317168275,16.22333658853099,14.860324999591713,13.458196569267592,12.601904961084458,12.402223024318655,12.312957152987865,12.05630739223323,11.709189284227481,11.387533717378808,11.128299850902346,10.940077973441607,10.796870697034171,10.66598210211865,10.506244088786913,10.239589884745547,9.788823717367432
22,0.1661761127677486,300.0,0.0,0.0,0.0,0.0,0.0,0.046831058452597156,0.4801660752806155,1.2878285255991426,2.5755026455319876,7.188312575970853,14.77516149048891,22.636645713202252,27.27331905691501,28.750877084489158,28.63223223502385,27.89439061942854,27.467113661196315,27.6390702789584,28.52467822433446,27.643907761418223,25.07747177316467,22.045327458425625,19.413571503985736,17.86529567863407,16.83553243469925,15.656756068835769,14.62603602721318,13.85100693817778,13.141371358973176,12.460441002412907,11.827183830308224,11.300735557657907,10.854839753089198,10.494405574352404,10.229262021820553,10.03893905782309,9.898968125373369,9.789942819977593,9.694309195282951,9.592806156261823,9.45743017087106,9.259641197611922
23,0.16669824617940865,300.0,0.0,0.0,0.0,0.0,0.0,0.034108696062266804,0.4008740957034653,1.164947716316382,2.473130079654603,7.513828400259992,16.20095339949865,25.342399791562357,30.21426856480382,30.949149994856228,30.221093889965413,29.603917741879066,29.583776141340493,29.603378426484568,29.719966893028424,28.1520324226021,25.635558066060312,23.162824550064634,20.90839618158344,19.303009639891986,18.35897661295259,17.412812499350366,16.346680478080557,15.409869513018434,14.611244315559222,13.803985713376695,13.101438652595569,12.573547734264759,12.102893598024414,11.674928563356593,11.306780081171151,11.003589450775545,10.765196173979009,10.581624351541418,10.441560041262585,10.33357586083313,10.242556738288476,10.152889880796065
24,0.23881147645091416,3.0,0.0,0.0,0.0,0.0,0.0,0.13195401056682537,0.9251281614506833,1.9723838090459171,3.2451957780248697,7.422901319781386,17.28771589696477,23.61944410766887,30.580776688870923,31.437411181352115,30.470239076322798,29.365093459742425,29.9483623425297,29.585919340650676,30.832274674934666,27.739505141771627,25.92610963893442,23.13501576017215,20.929531198639502,19.690764114594785,19.05977329757467,17.807106826547564,15.917017802903661,14.786530399739288,14.504459593022306,12.995366037013905,13.04840649181182,12.13370575650803,11.956670781625201,12.196763582149798,11.936328632900738,11.373635437867263,10.882324166728587,10.500966650619839,10.19613196819337,9.962925937166045,9.891819667441288,10.100208871322907
25,0.1262748869953072,300.0,0.0,0.0,0.0,0.0,0.0,0.051594622733074205,0.5063766944108379,1.3237791059056345,2.600159754924553,7.1568196186720066,14.803639811681318,22.8292974359254,27.393883058143476,28.36703502322769,27.602187907149712,26.78344250214562,26.849554111545928,27.505365900883007,28.6815433782036,27.316428814211765,24.45535219169211,21.91831500594033,19.876824527094794,18.356666314543883,17.240707152161697,16.16407296251184,15.029667696783196,13.981531473108614,13.0177450033429,12.378542167912242,12.1427365120677,11.804525138858756,11.341455802687658,10.89488084776,10.565424804124298,10.348865466486027,10.219039199457924,10.146767744873188,10.103246749201526,10.05713207802475,9.964146803414968,9.778715671229739
