energy_MeV,sigma_nominal_mb,sigma_lower_16_mb,sigma_upper_84_mb,relative_half_width
5.0,0.0,0.0,0.0,0.0
5.242070116861436,0.0,0.0,0.0,0.0
5.484140233722871,0.0,0.0,0.0,0.0
5.726210350584307,0.000167304375939048,1.262099340762042e-05,0.00024213470856636582,0.6859166530179742
5.968280467445743,0.0039046381593304995,0.0015241371652488362,0.0051638465729257925,0.46607512132456225
6.210350584307179,0.027186326746947584,0.020211868988760748,0.034081106313227354,0.25507744119980846
6.452420701168615,0.13315730425722477,0.11334218478782682,0.1582081469863745,0.16846977508600838
6.69449081803005,0.4810611547452354,0.4146156645696172,0.5591332295767278,0.15020706159869168
6.936560934891486,1.4170344728192488,1.2244987131309641,1.652125223121268,0.15088782884001514
7.178631051752921,3.8012842354931533,3.2957173573078116,4.412128365827282,0.14684655755223142
7.420701168614357,9.206018708963107,7.996958126947615,10.685364502503289,0.14601351901111193
7.6627712854757934,18.745018927024766,16.08537380199777,21.841371031518,0.15353404688276387
7.904841402337229,29.387718694952888,24.75700534465582,34.49979741123716,0.16576298704422043
8.146911519198664,33.04269337571216,27.87042563408518,38.72806546540597,0.16429713685661038
8.3889816360601,27.774647418970524,24.114275641970263,32.31822383980635,0.14768771092000724
8.631051752921536,20.07862324766507,17.372957024275166,23.258620331570704,0.1465654102549082
8.873121869782972,13.88571839869906,11.908171628838812,16.814420061631925,0.17666527189737533
9.115191986644408,10.576434155823641,9.015191289544065,13.330911619888301,0.20402530128587318
9.357262103505843,9.507295581983897,8.056791962110308,12.040928873082073,0.20953050615790317
9.599332220367279,9.901238824484803,8.441298293273757,12.311640728687587,0.19544738310133722
9.841402337228715,11.720407202019823,10.069538411238737,14.089577427312147,0.1714974124525563
10.083472454090149,15.463368758059651,13.390451072462316,17.950329882440414,0.1474413137694025
10.325542570951587,21.508739302177286,18.555985774913324,25.04913455642464,0.15094210521334525
10.567612687813021,30.32275915161278,25.13835836711313,35.95820454212239,0.17841130684893133
10.809682804674457,40.63429979108909,32.204228629012775,48.784046608632885,0.2040125960686049
11.051752921535893,47.27353714568008,37.38637007185981,56.83924272355816,0.2057480128020839
11.293823038397328,46.422693316075026,37.818868391720166,55.213971176418895,0.18735559639185387
11.535893155258766,40.96016179661018,35.02149143444277,47.61910426523916,0.15377884605718223
11.7779632721202,34.791025339935054,30.300458693221927,40.144766987354764,0.14147769716394357
12.020033388981636,29.804453887125455,25.66492971224905,35.22847274866481,0.16043815250959675
12.262103505843072,27.22647356638123,23.08525679954555,32.90380257352752,0.18031247693615632
12.504173622704506,26.07479539518379,22.134102078865812,31.756435702771583,0.18451407725490893
12.746243739565944,26.142932408821707,22.33025491215152,31.420291304391675,0.17385265451653772
12.988313856427379,26.973680934302344,23.319555717021608,31.90571044531783,0.15915800941682448
13.230383973288815,28.424483115856397,24.618007409532765,32.93733378336521,0.14634085587279455
13.47245409015025,29.84498969402041,25.86089089756992,34.58908892289524,0.14622551582040016
13.714524207011687,30.825389986626455,26.6891039923082,35.88086652829414,0.14909401859917704
13.956594323873121,31.46626852549081,26.78187079393915,36.65762176841434,0.15692599468022156
14.198664440734557,30.94634655693065,26.253382980897747,36.125712609310824,0.15950719110334044
14.440734557595993,29.39552514758451,25.138171705973857,34.28504506105125,0.15558275127173582
14.68280467445743,27.30297691353822,23.580593927205673,31.76256727918117,0.14983665293872137
14.924874791318866,24.896282175813766,21.694925787303653,28.864625669553547,0.1439913765360338
15.1669449081803,22.537524059610163,19.649275324067222,26.130939814312477,0.14379717295257696
15.409015025041736,20.384005850191613,17.66282034481833,23.746317633186475,0.14922232001593938
15.651085141903172,18.54664447938012,15.856670673933557,21.743662304216354,0.15870772842030442
15.893155258764608,17.055261298136102,14.502722069316215,20.265764865207714,0.16895205224798632
16.135225375626042,16.02231119002609,13.56994132021933,19.167938521278817,0.17469381085745753
16.377295492487477,15.361736908268337,13.075662167051401,18.378400882445387,0.17259567544539273
16.619365609348915,15.01917550387158,12.829162155771705,17.819489757205666,0.16613187588584924
16.861435726210352,14.943892025592781,12.890607998425855,17.61921829886882,0.1582121408648024
17.103505843071787,15.037106590280203,13.013945891872561,17.58645702849491,0.1520409232045333
17.34557595993322,15.367562224405082,13.230682290729828,17.847576697421104,0.1502155754853307
17.587646076794655,15.64250425632753,13.48308721777807,18.17349421012474,0.14992506683990062
17.829716193656093,16.038200795925142,13.76074869562568,18.63274668257311,0.15188729861099098
18.07178631051753,16.42367119154733,14.081470109400525,19.123471504764552,0.1534980010425124
18.313856427378965,16.82185312829848,14.25139677459701,19.67594146400648,0.16123505086024256
18.5559265442404,17.10664593531395,14.44574961006263,20.197235052998877,0.16810675408506642
18.797996661101834,17.265057577117936,14.441771157741357,20.47664374655581,0.17477128477152334
19.040066777963272,17.376402582871876,14.522502646824785,20.59336075324292,0.17468685124739947
