channel_id,included_pending_dataset_ids,points_used,campaign_fractional_spread,smoothing_lambda,peak_energy_MeV,peak_sigma_mb,median_absolute_fractional_difference,maximum_absolute_fractional_difference,parent_dataset_ids
p_C12_x_C11,exfor_B0095_002_p_C12_x_C11,103,0.4190675485932571,0.03,41.068447412353926,87.73128017720722,0.002987988935616137,2.493249909894514,exfor_E2449_005_p_C12_x_C11;exfor_C0220_003_p_C12_x_C11;exfor_D0128_005_p_C12_x_C11;exfor_O0415_002_p_C12_x_C11;exfor_B0101_002_p_C12_x_C11;exfor_C0216_002_p_C12_x_C11;exfor_C0231_002_p_C12_x_C11;exfor_B0095_002_p_C12_x_C11;exfor_B0094_003_p_C12_x_C11;exfor_B0076_005_p_C12_x_C11;exfor_C1911_002_p_C12_x_C11;exfor_C1911_003_p_C12_x_C11;exfor_O2553_003_p_C12_x_C11;exfor_C0221_002_p_C12_x_C11;exfor_C0221_003_p_C12_x_C11;exfor_C2341_002_p_C12_x_C11;exfor_A0660_018_p_C12_x_C11;exfor_F1218_002_p_C12_x_C11;exfor_E2501_002_p_C12_x_C11;exfor_C0058_002_p_C12_x_C11;exfor_O0429_002_p_C12_x_C11;exfor_O2582_002_p_C12_x_C11;exfor_C0062_011_p_C12_x_C11;exfor_C0206_002_p_C12_x_C11;exfor_C2359_002_p_C12_x_C11;exfor_C2359_003_p_C12_x_C11;exfor_P0051_002_p_C12_x_C11;exfor_P0051_003_p_C12_x_C11
