energy_MeV,sigma_sensitivity_mb
118.04674457429049,54.51345284204631
118.28881469115193,54.441210413597354
118.53088480801335,54.36923177388021
118.7729549248748,54.29751399159611
119.01502504173622,54.22605414473794
119.25709515859766,54.15484932056183
119.4991652754591,54.083896615559134
119.74123539232053,54.01319313542838
119.98330550918197,53.9427359950475
120.2253756260434,53.87252255489668
120.46744574290484,53.80255134570162
120.70951585976628,53.7328212566071
120.95158597662771,53.66333117689604
121.19365609348915,53.594079995943
121.43572621035058,53.52506660326223
121.67779632721202,53.456289888555105
121.91986644407346,53.38774874175623
122.16193656093489,53.319442053078674
122.40400667779633,53.251368713058405
122.64607679465776,53.18352761259737
122.8881469115192,53.11591764300606
123.13021702838064,53.04853769604476
123.37228714524207,52.98138666396441
123.61435726210351,52.91446343954592
123.85642737896494,52.847766916139165
124.09849749582638,52.78129598770085
124.34056761268782,52.71504954883157
124.58263772954925,52.6490264948122
124.82470784641069,52.58322572163914
125.06677796327212,52.5176461260592
125.30884808013356,52.45228660560325
125.550918196995,52.387146058619614
125.79298831385643,52.32222338430624
126.03505843071787,52.25751748274234
126.2771285475793,52.19302725491937
126.51919866444074,52.12875160277123
126.76126878130218,52.06468942920366
127.0033388981636,52.0008396381233
127.24540901502505,51.93720113446554
127.48747913188647,51.87377282422219
127.72954924874792,51.81055361446842
127.97161936560936,51.747542413388736
128.21368948247078,51.68473813030276
128.45575959933223,51.622139675690214
128.69782971619367,51.55974596121524
128.9398998330551,51.49755589975029
129.18196994991655,51.435568405399316
129.42404006677796,51.37378239352048
129.6661101836394,51.31219678074818
129.90818030050082,51.2508104850148
130.15025041736226,51.189622425571656
130.3923205342237,51.12863152300954
130.63439065108514,51.06783669927876
130.87646076794658,51.00723687770867
131.11853088480802,50.94683098302665
131.36060100166947,50.88661794137682
131.6026711185309,50.82659668033785
131.84474123539232,50.7667661289409
132.08681135225376,50.70712521768648
132.32888146911517,50.64767287856151
132.57095158597662,50.588408045055246
132.81302170283806,50.52932965217551
133.0550918196995,50.47043663646384
133.29716193656094,50.41172793601071
133.53923205342238,50.35320249047012
133.7813021702838,50.2948592410739
134.02337228714524,50.23669713064541
134.26544240400668,50.178715103613264
134.50751252086812,50.12091210602431
134.74958263772956,50.063287085556404
134.99165275459097,50.00583899153088
135.23372287145241,49.94857611379177
135.47579298831386,49.89154808358124
135.7178631051753,49.83481576154928
135.95993322203674,49.7784397304008
136.20200333889815,49.72248029850305
136.4440734557596,49.66699750465129
136.68614357262103,49.612051123561834
136.92821368948248,49.557700672085566
137.17028380634392,49.504005416138085
137.41235392320533,49.45102437834013
137.65442404006677,49.39881634636415
137.8964941569282,49.34743988198208
138.13856427378965,49.29695333081009
138.3806343906511,49.24741483274641
138.6227045075125,49.19888233309832
138.86477462437395,49.151413594395486
139.1068447412354,49.10506620888625
139.34891485809683,49.059897611714725
139.59098497495827,49.015965094776455
139.8330550918197,48.97332582125125
140.07512520868113,48.932036840812
140.31719532554257,48.8921551055085
140.559265442404,48.85373748632726
140.80133555926545,48.81684079042621
141.04340567612687,48.78152177904669
141.2854757929883,48.747837186103865
141.52754590984975,48.715843737457554
141.7696160267112,48.685598170866506
142.01168614357263,48.65715725663026
142.25375626043405,48.63057781892196
142.4958263772955,48.60591675781725
142.73789649415693,48.58323107202572
142.97996661101837,48.56257788233036
143.2220367278798,48.54401445574267
143.46410684474122,48.52759823038175
143.70617696160267,48.51338684108582
143.9482470784641,48.501438145766166
144.19031719532555,48.491810252514156
144.432387312187,48.48456154747293
144.6744574290484,48.47975072348636
144.91652754590984,48.4774368095385
145.15859766277129,48.477679200998885
145.40066777963273,48.48053769068803
145.64273789649417,48.48607250078125
145.88480801335558,48.49434431556758
146.12687813021702,48.50541431508322
146.36894824707846,48.51934420963969
146.6110183639399,48.53619627526802
146.85308848080135,48.55603339010184
147.09515859766276,48.57891907172294
147.3372287145242,48.604917515495636
147.57929883138564,48.63409363391545
147.82136894824708,48.666513097001726
148.06343906510853,48.7022423737629
148.30550918196994,48.741348774766436
148.54757929883138,48.78390049584604
148.78964941569282,48.82996666298092
149.03171953255426,48.87961737838348
149.2737896494157,48.932923767833735
149.51585976627712,48.98995802930031
149.75792988313856,49.05079348288991
150.0,49.115504622169645
