profile_label,quantity,depth_low_mm,depth_high_mm,depth_mm,expected_count_run,expected_count_per_proton,expected_count_per_Gy
all_d120s300,measured_decays,2.0,4.0,3.0,13.05648318053374,1.3056483180533739e-05,1305.648318053374
all_d120s300,measured_decays,4.0,6.0,5.0,13.089094444996196,1.3089094444996196e-05,1308.9094444996194
all_d120s300,measured_decays,6.0,8.0,7.0,13.122596124142508,1.3122596124142507e-05,1312.2596124142508
all_d120s300,measured_decays,8.0,10.0,9.0,13.157509363194661,1.3157509363194662e-05,1315.750936319466
all_d120s300,measured_decays,10.0,12.0,11.0,13.19456643300594,1.319456643300594e-05,1319.4566433005941
all_d120s300,measured_decays,12.0,14.0,13.0,13.23463130671352,1.323463130671352e-05,1323.463130671352
all_d120s300,measured_decays,14.0,16.0,15.0,13.27866528736438,1.3278665287364379e-05,1327.8665287364379
all_d120s300,measured_decays,16.0,18.0,17.0,13.327715657830252,1.3327715657830251e-05,1332.7715657830252
all_d120s300,measured_decays,18.0,20.0,19.0,13.382912592634554,1.3382912592634553e-05,1338.2912592634555
all_d120s300,measured_decays,20.0,22.0,21.0,13.445467931787903,1.3445467931787903e-05,1344.5467931787903
all_d120s300,measured_decays,22.0,24.0,23.0,13.516654275017947,1.3516654275017947e-05,1351.6654275017947
all_d120s300,measured_decays,24.0,26.0,25.0,13.597703742418553,1.3597703742418553e-05,1359.7703742418553
all_d120s300,measured_decays,26.0,28.0,27.0,13.689550832586661,1.3689550832586662e-05,1368.955083258666
all_d120s300,measured_decays,28.0,30.0,29.0,13.79241301073143,1.379241301073143e-05,1379.241301073143
all_d120s300,measured_decays,30.0,32.0,31.0,13.905343063307313,1.3905343063307313e-05,1390.5343063307314
all_d120s300,measured_decays,32.0,34.0,33.0,14.025991129344302,1.4025991129344302e-05,1402.5991129344302
all_d120s300,measured_decays,34.0,36.0,35.0,14.150777451141083,1.4150777451141083e-05,1415.0777451141082
all_d120s300,measured_decays,36.0,38.0,37.0,14.275502387799666,1.4275502387799665e-05,1427.5502387799665
all_d120s300,measured_decays,38.0,40.0,39.0,14.396200160438013,1.4396200160438013e-05,1439.6200160438013
all_d120s300,measured_decays,40.0,42.0,41.0,14.509888448209155,1.4509888448209155e-05,1450.9888448209156
all_d120s300,measured_decays,42.0,44.0,43.0,14.614884932946124,1.4614884932946124e-05,1461.4884932946125
all_d120s300,measured_decays,44.0,46.0,45.0,14.710603774810407,1.4710603774810406e-05,1471.0603774810406
all_d120s300,measured_decays,46.0,48.0,47.0,14.797082072016584,1.4797082072016584e-05,1479.7082072016583
all_d120s300,measured_decays,48.0,50.0,49.0,14.874643495533256,1.4874643495533255e-05,1487.4643495533255
all_d120s300,measured_decays,50.0,52.0,51.0,14.94392987232571,1.4943929872325709e-05,1494.392987232571
all_d120s300,measured_decays,52.0,54.0,53.0,15.0061753730654,1.50061753730654e-05,1500.61753730654
all_d120s300,measured_decays,54.0,56.0,55.0,15.063352291033684,1.5063352291033684e-05,1506.3352291033684
all_d120s300,measured_decays,56.0,58.0,57.0,15.117830835082323,1.5117830835082324e-05,1511.7830835082323
all_d120s300,measured_decays,58.0,60.0,59.0,15.171460487864156,1.5171460487864156e-05,1517.1460487864156
all_d120s300,measured_decays,60.0,62.0,61.0,15.224468272125778,1.5224468272125777e-05,1522.4468272125778
